CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE
40949724,DOMINO'S,QUEENS,524,BEACH   20 STREET,11691.0,Pizza,10.0,A,2016-08-03
40962981,MARIO'S PIZZA,BROOKLYN,1381,65 STREET,11219.0,Pizza,3.0,A,2016-09-19
40973604,THE PIZZA PLACE,BRONX,4024,WHITE PLAINS ROAD,10466.0,Pizza,13.0,A,2016-04-27
40978358,PAUL MICHAEL'S BRICK OVEN CAFE,QUEENS,8519,126 STREET,11415.0,Pizza,12.0,A,2017-01-20
40980377,LITTLE TONINO'S PIZZA & CAFE,BROOKLYN,424,GREENWOOD AVE,11218.0,Pizza,10.0,A,2016-03-31
40986347,VESUVIOS PIZZA,BROOKLYN,1800,KINGS HIGHWAY,11229.0,Pizza,9.0,A,2016-04-18
40988969,LORETTA'S PIZZA,BRONX,3276,LAYTON AVENUE,10465.0,Pizza,12.0,A,2016-11-01
40993361,KNAPP PIZZA III,BROOKLYN,427,KINGS HIGHWAY,11223.0,Pizza,11.0,A,2016-05-09
40996005,N & D PIZZA,BROOKLYN,2823,AVENUE U,11229.0,Pizza,7.0,A,2016-12-08
40999052,ALLIGATOR LOUNGE,BROOKLYN,600,METROPOLITAN AVENUE,11211.0,Pizza,5.0,A,2016-05-19
41000961,BLEEKER STREET PIZZA,MANHATTAN,69,7 AVENUE SOUTH,10014.0,Pizza,13.0,A,2016-07-01
41001127,KORONET PIZZA,MANHATTAN,2848,BROADWAY,10025.0,Pizza,2.0,A,2017-03-01
41006323,PAPA JOHN'S,QUEENS,16202,UNION TURNPIKE,11366.0,Pizza,12.0,A,2016-08-31
41009267,UNDERGROUND PIZZA,MANHATTAN,2,WILLIAM STREET,10004.0,Pizza,10.0,A,2016-08-10
41009780,BELLEROSE FAMOUS PIZZA,QUEENS,7909,MAIN STREET,11367.0,Pizza,10.0,A,2016-07-27
41014581,LANDY PIZZERIA RESTAURANT,BROOKLYN,9050,FT HAMILTON PARKWAY,11209.0,Pizza,5.0,A,2016-10-11
41014851,CATERINA PIZZA,BROOKLYN,3035,FULTON STREET,11208.0,Pizza,12.0,A,2016-05-09
41015170,CARMINE'S PIZZA,BROOKLYN,358,GRAHAM AVENUE,11211.0,Pizza,10.0,A,2016-10-05
41017916,AIRWAYS PIZZA & GYRO RESTAURANT,QUEENS,9013,ASTORIA BOULEVARD,11369.0,Pizza,8.0,A,2016-11-10
41020284,LITTLE ITALY PIZZA,MANHATTAN,55,WEST   45 STREET,10036.0,Pizza,8.0,A,2017-01-19
41021272,FIORE'S PIZZA,MANHATTAN,165,BLEECKER STREET,10012.0,Pizza,10.0,A,2016-11-16
41021287,VENICE PIZZA,QUEENS,4194,BOWNE STREET,11355.0,Pizza,9.0,A,2016-04-18
41024190,CROCODILE LOUNGE,MANHATTAN,325,EAST   14 STREET,10003.0,Pizza,11.0,A,2016-12-05
41028321,D'ANGELO'S PIZZA,BRONX,902,EAST GUN HILL ROAD,10469.0,Pizza,12.0,A,2016-06-13
41029870,D'ALEO'S PIZZERIA,QUEENS,9010,JAMAICA AVENUE,11421.0,Pizza,8.0,A,2016-09-14
41030858,LA MIA PIZZA,MANHATTAN,1488,1 AVENUE,10075.0,Pizza,12.0,A,2016-12-07
41037278,FIGAROLA PIZZERIA,MANHATTAN,1284,1 AVENUE,10065.0,Pizza,12.0,A,2016-12-12
41038600,LIBERTY PIZZA,BROOKLYN,482,MYRTLE AVENUE,11205.0,Pizza,12.0,A,2016-05-11
41046279,CHUCK E. CHEESE'S,BROOKLYN,139,FLATBUSH AVENUE,11217.0,Pizza,13.0,A,2016-09-27
41050494,DOMINO'S,QUEENS,815,ONDERDONK AVENUE,11385.0,Pizza,11.0,A,2017-02-06
41052939,BROTHERS PIZZA RESTAURANT,BROOKLYN,647,4 AVENUE,11232.0,Pizza,12.0,A,2016-12-08
41054366,JOE'S PIZZA,BROOKLYN,483,5 AVENUE,11215.0,Pizza,7.0,A,2016-08-04
41061112,T & R PIZZA,MANHATTAN,411,AMSTERDAM AVENUE,10024.0,Pizza,27.0,B,2017-01-12
41067996,DINO'S PIZZA,BRONX,5660,MOSHOLU AVENUE,10471.0,Pizza,18.0,B,2016-06-16
41069969,ANGELO'S PIZZA,QUEENS,3903,103 STREET,11368.0,Pizza,2.0,A,2016-09-01
41072750,CUCINA BENE PIZZERIA,MANHATTAN,41,EXCHANGE PLACE,10005.0,Pizza,12.0,A,2016-11-09
41072888,ROSELLA'S PIZZERIA,MANHATTAN,164,WILLIAM STREET,10038.0,Pizza,8.0,A,2016-09-30
41074629,DOMINO'S,BRONX,921,EAST TREMONT AVENUE,10460.0,Pizza,12.0,A,2016-08-04
41075312,STEVE'S PIZZA PLACE,QUEENS,8218,ELIOT AVENUE,11379.0,Pizza,13.0,A,2016-04-06
41078099,ORIGINAL RAY'S PIZZA,MANHATTAN,811,LEXINGTON AVENUE,10065.0,Pizza,12.0,A,2016-03-31
41082395,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,757,BROADWAY,10003.0,Pizza,5.0,A,2016-09-19
41083637,ITALIA PIZZA,BROOKLYN,307,KINGS HIGHWAY,11223.0,Pizza,10.0,A,2016-09-29
41101595,ANGELO'S PIZZA,MANHATTAN,1697,BROADWAY,10019.0,Pizza,12.0,A,2017-01-03
41109381,DOMINO'S,MANHATTAN,2554,ADAM CLAYTON POWELL JR BOULEVARD,10039.0,Pizza,2.0,A,2016-11-07
41109543,WALDY'S WOOD FIRED PIZZA & PENNE,MANHATTAN,800,6 AVENUE,10001.0,Pizza,7.0,A,2016-04-26
41110540,PIZZA CENTRAL OF BROOKLYN,BROOKLYN,941,MCDONALD AVENUE,11218.0,Pizza,13.0,A,2016-09-20
41112470,VILLA MIA PIZZA,BROOKLYN,526,3 AVENUE,11215.0,Pizza,4.0,A,2016-08-29
41113339,FAMOUS ORIGINAL RAY'S PIZZA,MANHATTAN,204,9 AVENUE,10011.0,Pizza,10.0,A,2017-03-03
41113515,FORTUNATA'S II,BROOKLYN,305,KNICKERBOCKER AVENUE,11237.0,Pizza,12.0,A,2016-12-13
41123837,DOMINO'S,QUEENS,9528,QUEENS BOULEVARD,11374.0,Pizza,10.0,A,2016-08-01
41130591,DAVID PIZZERIA,BROOKLYN,6305,FORT HAMILTON PARKWAY,11219.0,Pizza,9.0,A,2017-04-03
41130849,PATZERIA'S PERFECT PIZZA,MANHATTAN,231,WEST   46 STREET,10036.0,Pizza,24.0,B,2016-08-10
41132242,DOMINO'S,BRONX,686,NEREID AVENUE,10470.0,Pizza,2.0,A,2016-05-04
41143170,VINNY'S PIZZA,QUEENS,9701,57 AVENUE,11368.0,Pizza,10.0,A,2016-09-13
41145521,PIZZA BELLA,QUEENS,8130,BROADWAY,11373.0,Pizza,5.0,A,2016-05-23
41146469,ANI PIZZA,QUEENS,4318,25 AVENUE,11103.0,Pizza,17.0,B,2016-09-21
41148569,PAPA JOHN'S,QUEENS,4304,NATIONAL STREET,11368.0,Pizza,5.0,A,2016-10-17
41148780,DOMINO'S,BROOKLYN,3514,NOSTRAND AVENUE,11229.0,Pizza,2.0,A,2016-09-21
41154306,LITTLE ITALY M & O PIZZA RESTAURANT,BROOKLYN,876,BROADWAY,11206.0,Pizza,7.0,A,2017-03-10
41157609,TONY'S PIZZA PASTA & GYRO,MANHATTAN,4771,BROADWAY,10034.0,Pizza,12.0,A,2016-03-10
41157758,DOMINO'S,BROOKLYN,2196,PITKIN AVENUE,11207.0,Pizza,7.0,A,2016-07-21
41157759,DOMINO'S,BROOKLYN,835,CLARKSON AVENUE,11203.0,Pizza,7.0,A,2017-04-13
41158525,SIDE BY SIDE PIZZA & BUREK,BRONX,769,ASTOR AVENUE,10467.0,Pizza,12.0,A,2016-06-09
41158746,BROTHERS PIZZA,QUEENS,3050,14 STREET,11102.0,Pizza,10.0,A,2016-10-28
41158998,NEW YANKEE SK PIZZA,BRONX,1616,WESTCHESTER AVENUE,10472.0,Pizza,14.0,B,2016-09-26
41160209,PAPA JOHN'S,BROOKLYN,1016,CONEY ISLAND AVE,11230.0,Pizza,2.0,A,2016-10-12
41163361,ANGIE'S CAFE PIZZA,BRONX,2559,3 AVENUE,10451.0,Pizza,11.0,A,2016-12-19
41164361,BEST ITALIAN PIZZA,BRONX,200-202,EAST FORDHAM ROAD,10458.0,Pizza,9.0,A,2016-08-16
41164840,LA TRAVIATA PIZZA,MANHATTAN,101,WEST   68 STREET,10023.0,Pizza,3.0,A,2016-05-05
41165623,PIZZA MERCATO,MANHATTAN,11,WAVERLY PLACE,10003.0,Pizza,12.0,A,2016-12-05
41166331,PAPA JOHN'S,BROOKLYN,1111,FULTON STREET,11238.0,Pizza,12.0,A,2016-11-02
41168300,ORIGINAL NAPOLI'S PIZZA,BROOKLYN,594,CRESCENT STREET,11208.0,Pizza,20.0,Z,2017-04-12
41169360,DOMINO'S,BROOKLYN,241,ROCKAWAY PARKWAY,11212.0,Pizza,2.0,A,2016-06-02
41169949,DOMINO'S,MANHATTAN,592,COLUMBUS AVENUE,10024.0,Pizza,2.0,A,2016-03-31
41174904,TONY'S PIZZERIA,STATEN ISLAND,1307,ARTHUR KILL ROAD,10312.0,Pizza,39.0,C,2016-10-12
41175577,MARIO'S PIZZERIA,BROOKLYN,222,HOYT STREET,11217.0,Pizza,13.0,A,2016-10-12
41177037,QUEEN'S PIZZA,QUEENS,11614,QUEENS BOULEVARD,11375.0,Pizza,12.0,A,2016-12-23
41177892,LAKE COMO PIZZA,MANHATTAN,2549,AMSTERDAM AVENUE,10033.0,Pizza,12.0,A,2016-09-13
41179165,BROOK AVENUE DELI & PIZZA,BRONX,348,BROOK AVENUE,10454.0,Pizza,10.0,A,2016-11-10
41183271,TASTE OF ARTICHOKE,QUEENS,0,LAGUARDIA AIRPORT,11369.0,Pizza,2.0,A,2017-03-01
41185928,CALIFORNIA PIZZA KITCHEN,QUEENS,8000,COOPER AVENUE,11385.0,Pizza,7.0,A,2016-07-13
41186822,THOMAS PIZZA,QUEENS,8308,37 AVENUE,11372.0,Pizza,12.0,A,2017-02-16
41187642,PRIMAVERA PIZZERIA,BRONX,761,MORRIS PARK AVENUE,10462.0,Pizza,13.0,A,2017-01-11
41189848,SAMS FAMOUS PIZZA,MANHATTAN,150,EAST  116 STREET,10029.0,Pizza,9.0,A,2017-01-06
41191334,EAST VILLAGE PIZZA AND KEBAB,MANHATTAN,145,1 AVENUE,10003.0,Pizza,10.0,A,2016-11-25
41195945,PAPA JOHN'S,MANHATTAN,701,WEST  179 STREET,10033.0,Pizza,5.0,A,2016-04-13
41196158,ELEVEN B,MANHATTAN,174,AVENUE B,10009.0,Pizza,9.0,A,2016-11-21
41196869,LAYLA JONES,BROOKLYN,214,COURT STREET,11201.0,Pizza,7.0,A,2016-05-24
41200846,LUCALI,BROOKLYN,575,HENRY STREET,11231.0,Pizza,10.0,A,2016-06-09
41201205,FAMOUS AMADEUS PIZZA,MANHATTAN,408,8 AVENUE,10001.0,Pizza,11.0,A,2016-03-04
41204340,TINY'S PIZZA & PASTA,BRONX,1113,GRANT AVENUE,10456.0,Pizza,10.0,A,2016-04-11
41206905,PAPA JOHN'S,BROOKLYN,9058,FORT HAMILTON PARKWAY,11209.0,Pizza,5.0,A,2016-10-11
41209994,ALL STAR PIZZA,STATEN ISLAND,694,ARTHUR KILL ROAD,10308.0,Pizza,27.0,B,2017-03-23
41213177,LUNA PIZZA,BROOKLYN,1115,KINGS HIGHWAY,11229.0,Pizza,9.0,A,2016-07-28
41215408,MARTINIELLO'S IV PIZZERIA,QUEENS,2249,COLLEGE POINT BOULEVARD,11356.0,Pizza,3.0,A,2017-01-30
41222682,NY PIZZA CAFE & SPANISH FOOD RESTAURANT,BROOKLYN,1485,MYRTLE AVENUE,11237.0,Pizza,12.0,A,2017-02-23
41228009,PAPA JOHN'S,QUEENS,4919,30 AVENUE,11377.0,Pizza,12.0,A,2016-08-03
41231342,ANTHONY & JOE'S PIZZA,BRONX,1941,SOUTHERN BOULEVARD,10460.0,Pizza,7.0,A,2017-01-05
41232102,CHUCK E. CHEESE'S,MANHATTAN,280,ST NICHOLAS AVENUE,10027.0,Pizza,6.0,A,2017-04-03
41232292,PIZZA CHEF,BRONX,564,WEST  235 STREET,10463.0,Pizza,10.0,A,2017-02-22
41235437,SOLO PIZZA,MANHATTAN,27,AVENUE B,10009.0,Pizza,11.0,A,2016-08-03
41236336,PIZZA & PITA,MANHATTAN,344,EAST   34 STREET,10016.0,Pizza,12.0,A,2016-05-09
41236893,NEPTUNE PIZZA,BROOKLYN,3033,CONEY ISLAND AVENUE,11235.0,Pizza,13.0,A,2016-07-11
41237535,PAPA JOHN'S,BROOKLYN,1701,RALPH AVENUE,11236.0,Pizza,9.0,A,2016-12-19
41238165,PIZZA CLASSICA,QUEENS,8989,UNION TURNPIKE,11385.0,Pizza,22.0,B,2017-02-14
41241252,WORLD PIE,BROOKLYN,404,COURT STREET,11231.0,Pizza,7.0,A,2017-01-21
41242701,MICHAEL & SONS ITALIAN FOOD & PIZZA,QUEENS,19213,47 AVENUE,11358.0,Pizza,12.0,A,2016-10-03
41242907,CROSS BRONX PIZZERIA,BRONX,1105,CASTLE HILL AVE,10472.0,Pizza,10.0,A,2016-09-26
41244057,BROADWAY PIZZA,BROOKLYN,1142,BROADWAY,11221.0,Pizza,10.0,A,2016-12-22
41245491,GOTHAM PIZZA,MANHATTAN,1443,YORK AVENUE,10075.0,Pizza,12.0,A,2017-03-02
41245794,EVILOLIVE PIZZA BAR,BROOKLYN,198,UNION AVENUE,11211.0,Pizza,10.0,A,2017-02-06
41246322,LA BELLA MARIELLA,QUEENS,6061,FRESH POND ROAD,11378.0,Pizza,5.0,A,2016-03-08
41246487,KINGSTON PIZZA,BROOKLYN,259,KINGSTON AVENUE,11213.0,Pizza,12.0,A,2017-01-31
41246521,ORIGINAL MIKE'S PIZZA,BROOKLYN,3337,FULTON STREET,11208.0,Pizza,13.0,A,2017-03-01
41247143,Luigi's Pizza,BROOKLYN,4704,5 AVENUE,11220.0,Pizza,2.0,A,2016-11-17
41247493,MY PLACE FAMILY PIZZA,BRONX,240,EAST  198 STREET,10458.0,Pizza,9.0,A,2016-05-27
41251791,LUNA PIZZA,MANHATTAN,225,PARK ROW,10038.0,Pizza,4.0,A,2016-09-30
41257223,ABITINO'S PIZZA,QUEENS,0,JFK AIRPORT,11430.0,Pizza,2.0,A,2017-01-20
41257259,L'AMICI,QUEENS,16053,ROCKAWAY BOULEVARD,11434.0,Pizza,22.0,B,2016-08-26
41257727,PAPA JOHN'S,STATEN ISLAND,1267,FOREST AVENUE,10302.0,Pizza,4.0,A,2017-01-09
41257734,PAPA JOHN'S,QUEENS,16525,LIBERTY AVENUE,11433.0,Pizza,0.0,Z,2017-04-06
41258823,LITTLE CAESARS,BRONX,1888,WESTCHESTER AVENUE,10472.0,Pizza,9.0,A,2016-03-24
41261199,PIZZA EMPORIUM,BROOKLYN,3424,AVENUE S,11234.0,Pizza,9.0,A,2016-04-06
41271801,PINO'S,BROOKLYN,5201,5 AVENUE,11220.0,Pizza,10.0,A,2016-11-05
41272807,PAPA JOHN'S,BROOKLYN,215,WINTHROP STREET,11225.0,Pizza,7.0,A,2017-03-01
41273072,ACE PIZZA,QUEENS,6104,MYRTLE AVENUE,11385.0,Pizza,9.0,A,2017-03-03
41274186,DIEGO'S PIZZA & RESTAURANT,BRONX,1995,JEROME AVENUE,10453.0,Pizza,9.0,A,2016-03-21
41276122,KING PIZZA,BROOKLYN,1427,FULTON STREET,11216.0,Pizza,12.0,A,2017-02-13
41276395,SAM'S PIZZA,BRONX,232,WEST  231 STREET,10463.0,Pizza,11.0,A,2017-02-08
41276498,DOMENICO'S PIZZERIA,STATEN ISLAND,3295,AMBOY ROAD,10306.0,Pizza,9.0,A,2016-06-16
41277832,PAPA JOHN'S,MANHATTAN,4927,BROADWAY,10034.0,Pizza,9.0,A,2016-08-04
41278894,SINGAS FAMOUS PIZZA,QUEENS,4369,KISSENA BOULEVARD,11355.0,Pizza,12.0,A,2016-03-28
41283963,PAPA JOHN'S,BROOKLYN,5804,5 AVENUE,11220.0,Pizza,6.0,A,2016-10-25
41286915,PIZZA HUT,BRONX,2829,EDSON AVENUE,10469.0,Pizza,10.0,A,2016-03-24
41288962,WEST 190 STREET PIZZA,MANHATTAN,1611,ST NICHOLAS AVENUE,10040.0,Pizza,11.0,A,2016-03-14
41291067,"PAPA JOHN'S, SUBWAY",MANHATTAN,594,AMSTERDAM AVENUE,10024.0,Pizza,20.0,B,2016-11-28
41291308,VILLA MARIA PIZZERIA,BRONX,2440,EASTCHESTER ROAD,10469.0,Pizza,11.0,A,2016-05-12
41292258,ABITINO'S PIZZA,MANHATTAN,936,2 AVENUE,10022.0,Pizza,10.0,A,2017-02-08
41293480,CORONA PIZZA,QUEENS,5123,108 STREET,11368.0,Pizza,2.0,A,2016-12-13
41294731,VILLA GARDEN FAMOUS PIZZA,QUEENS,11919,ATLANTIC AVENUE,11418.0,Pizza,9.0,A,2016-03-28
41295972,PAPA JOHN'S,BROOKLYN,529,STANLEY AVENUE,11207.0,Pizza,23.0,B,2017-01-04
41301737,ARMANDO'S PIZZA,BROOKLYN,1413,ROCKAWAY PARKWAY,11236.0,Pizza,12.0,A,2016-09-26
41303793,LITTLE CAESARS,BRONX,623,EAST TREMONT AVENUE,10457.0,Pizza,5.0,A,2016-04-25
41306529,JOHN'S PIZZA AND RESTAURANT,STATEN ISLAND,126,LINCOLN AVENUE,10306.0,Pizza,12.0,A,2016-06-20
41307383,ROBERTA'S,BROOKLYN,43,BOGART STREET,11206.0,Pizza,9.0,A,2016-03-21
41308105,EMILIO'S PIZZA,BRONX,80,WEST KINGSRIDGE ROAD,10468.0,Pizza,10.0,A,2016-08-11
41308940,EMPIRE PIZZA,MANHATTAN,314,5 AVENUE,10001.0,Pizza,13.0,A,2016-11-25
41309636,LONA PIZZA,BRONX,373,EAST  204 STREET,10467.0,Pizza,11.0,A,2017-04-18
41309940,ARTICHOKE PIZZA & BREWERY,MANHATTAN,328,EAST 14 STREET,10003.0,Pizza,7.0,A,2016-03-25
41310724,FAMIGLIA OF CHELSEA PIERS,MANHATTAN,0,CHELSEA PIERS/PIER 61,10011.0,Pizza,15.0,B,2016-08-26
41314872,GIOVANNI'S,BRONX,76,EAST  167 STREET,10452.0,Pizza,19.0,B,2016-10-04
41319405,CAFFE RUSTICO,QUEENS,726,149 STREET,11357.0,Pizza,13.0,A,2016-11-07
41320199,TOBY'S PUBLIC HOUSE,BROOKLYN,686,6 AVENUE,11215.0,Pizza,8.0,A,2016-12-09
41320212,ANTHONY'S PIZZA,BRONX,686,MORRIS PARK AVE,10462.0,Pizza,10.0,A,2016-10-05
41320240,THREE BROTHER'S PIZZERIA,QUEENS,10901,GUY R BREWER BOULEVARD,11433.0,Pizza,9.0,A,2016-06-13
41325258,CIAO BELLA NAPOLI,MANHATTAN,257,7 AVENUE,10001.0,Pizza,12.0,A,2016-12-12
41332244,CICCIO'S PIZZA,BROOKLYN,207,AVENUE U,11223.0,Pizza,8.0,A,2016-04-21
41332875,NEW MILLENIUM PIZZA II,BRONX,2491,JEROME AVENUE,10468.0,Pizza,10.0,A,2016-04-26
41334807,2 BROS PIZZA,MANHATTAN,32,ST MARKS PLACE,10003.0,Pizza,9.0,A,2016-11-01
41337481,PAPA MIKES BRICK OVEN PIZZA,BROOKLYN,7416,20 AVENUE,11204.0,Pizza,12.0,A,2016-09-21
41337492,ROSA'S PIZZA,QUEENS,6265,FRESH POND ROAD,11385.0,Pizza,12.0,A,2017-04-06
41337793,LUIGI PIZZA,MANHATTAN,304,8 AVENUE,10001.0,Pizza,7.0,A,2017-02-13
41341359,FRANKLIN PIZZA,BROOKLYN,109,FRANKLIN STREET,11222.0,Pizza,10.0,A,2016-08-30
41341959,JERRY'S PIZZA,BRONX,3430,BOSTON POST ROAD,10469.0,Pizza,2.0,A,2016-08-31
41343142,V.I. PIZZA,QUEENS,4302,BELL BOULEVARD,11361.0,Pizza,10.0,A,2016-11-03
41346158,CASA NINO,STATEN ISLAND,1757,ARTHUR KILL ROAD,10312.0,Pizza,10.0,A,2016-05-26
41348060,RUSS PIZZA,BROOKLYN,745,MANHATTAN AVENUE,11222.0,Pizza,12.0,A,2016-12-15
41349101,JOE'S PIZZA,BROOKLYN,259,PROSPECT PARK WEST,11215.0,Pizza,13.0,A,2017-01-17
41349544,JERRY'S PIZZA,BRONX,2094,STARLING AVENUE,10462.0,Pizza,9.0,A,2017-01-18
41350310,MAMMA'S FAMOUS PIZZA & BURGERS,MANHATTAN,2345,BROADWAY,10024.0,Pizza,9.0,A,2016-12-22
41351576,LEAN CRUST/ Silver Spoon,BROOKLYN,737,FULTON STREET,11217.0,Pizza,33.0,C,2016-12-06
41353218,CASSIANO'S PIZZA,MANHATTAN,930,3 AVENUE,10022.0,Pizza,11.0,A,2017-02-23
41353384,STEINWAY PIZZA RESTAURANT,QUEENS,3151,STEINWAY STREET,11103.0,Pizza,11.0,A,2016-12-06
41353929,PIZZARAMA,QUEENS,3715,FRANCIS LEWIS BOULEVARD,11361.0,Pizza,11.0,A,2016-10-26
41355657,PRIMA PIZZA,QUEENS,22270,BRADDOCK AVE,11428.0,Pizza,7.0,A,2017-02-03
41357256,PHIL'S PIZZA WEST VILLAGE,MANHATTAN,226,VARICK STREET,10014.0,Pizza,9.0,A,2016-10-26
41358275,NAPOLI'S BEST PIZZA,BRONX,521,EAST TREMONT AVENUE,10457.0,Pizza,7.0,A,2016-04-14
41359153,TWO BOOTS,MANHATTAN,1617,2 AVENUE,10028.0,Pizza,12.0,A,2017-01-03
41361120,SOFIA PIZZA RESTAURANT,BROOKLYN,2822,CONEY ISLAND AVENUE,11235.0,Pizza,12.0,A,2017-01-21
41361177,GRIMALDI'S,QUEENS,24202,61 AVENUE,11362.0,Pizza,10.0,A,2016-04-19
41363369,LA CROSTA RESTAURANT,MANHATTAN,436,EAST   72 STREET,10021.0,Pizza,10.0,A,2016-07-28
41363896,MARIO'S PIZZA,BRONX,79,EAST GUN HILL ROAD,10467.0,Pizza,9.0,A,2017-02-23
41365678,MICHELANGELO'S PIZZA,STATEN ISLAND,860,POST AVENUE,10310.0,Pizza,7.0,A,2016-11-03
41366056,THE 3 LUIGIS,BROOKLYN,275,GRAND AVENUE,11238.0,Pizza,11.0,A,2017-01-24
41368950,GOTHAM PIZZA,MANHATTAN,144,9 AVENUE,10011.0,Pizza,12.0,A,2016-09-29
41369411,FRANK'S PIZZA ITALIA,BRONX,772,CASTLE HILL AVE,10473.0,Pizza,7.0,A,2017-03-24
41370345,PRONTO PIZZA,QUEENS,4519,28 AVENUE,11103.0,Pizza,13.0,A,2016-08-25
41370989,CESTRA'S PIZZA,BRONX,3617,EAST TREMONT AVENUE,10465.0,Pizza,12.0,A,2016-12-29
41373384,APERITIVO PIZZA BAR,MANHATTAN,780,3 AVENUE,10017.0,Pizza,11.0,A,2016-08-04
41374464,DOMINO'S,QUEENS,3626,BELL BOULEVARD,11361.0,Pizza,5.0,A,2016-10-25
41376398,MASPETH PIZZA,QUEENS,7109,GRAND AVENUE,11378.0,Pizza,12.0,A,2016-02-25
41377019,FINO,QUEENS,3913,BELL BOULEVARD,11361.0,Pizza,9.0,A,2016-09-22
41377382,MADDY'S,BROOKLYN,36A,RALPH AVENUE,11221.0,Pizza,10.0,A,2016-07-14
41378790,STELLA'S PIZZA,MANHATTAN,110,9 AVENUE,10011.0,Pizza,10.0,A,2016-10-24
41380885,MAMA TINA'S PIZZA,MANHATTAN,2649,FRDERICK DOUGLASS BOULEVARD,10030.0,Pizza,10.0,A,2017-01-25
41381287,SINGAS FAMOUS PIZZA,QUEENS,26021,HILLSIDE AVENUE,11004.0,Pizza,12.0,A,2017-01-17
41381773,DOMINO'S,BROOKLYN,328,MYRTLE AVENUE,11205.0,Pizza,8.0,A,2016-09-30
41382761,R  T  PIZZA RESTAURANT,MANHATTAN,2236,AMSTERDAM AVENUE,10032.0,Pizza,9.0,A,2017-03-15
41384857,TONY'S PIZZA,BRONX,4189,WHITE PLAINS ROAD,10466.0,Pizza,12.0,A,2016-09-26
41385083,KOSHER PIZZA TIME,BROOKLYN,1324,AVENUE J,11230.0,Pizza,10.0,A,2016-12-27
41385659,TONY & TINA'S PIZZA,BRONX,2483,ARTHUR AVENUE,10458.0,Pizza,11.0,A,2016-09-01
41388576,MAMA'S PIZZA CAFE,MANHATTAN,705,8 AVENUE,10036.0,Pizza,5.0,A,2016-07-21
41388629,CAPIZZI,MANHATTAN,547,9 AVENUE,10018.0,Pizza,7.0,A,2016-01-05
41389364,VALIANO PIZZA,STATEN ISLAND,309,BRADLEY AVENUE,10314.0,Pizza,9.0,A,2016-05-16
41391794,BEST PIZZA ON 1ST.,MANHATTAN,1038,1 AVENUE,10022.0,Pizza,13.0,A,2017-01-17
41392231,IVANA PIZZA,BRONX,2373,ARTHUR AVENUE,10458.0,Pizza,19.0,B,2016-09-27
41393052,IGNAZIO'S,BROOKLYN,4,WATER STREET,11201.0,Pizza,9.0,A,2016-10-21
41393456,LITTLE CAESARS,BRONX,3044,3 AVENUE,10451.0,Pizza,9.0,A,2016-01-20
41394169,PIAZZA PIZZA,QUEENS,3106,42 STREET,11103.0,Pizza,8.0,A,2016-12-19
41394405,LITTLE ITALY PIZZA,MANHATTAN,11,PARK PLACE,10007.0,Pizza,10.0,A,2016-02-29
41395529,TWO BOOTS,QUEENS,126,ROOSEVELT AVENUE,11368.0,Pizza,2.0,A,2016-06-07
41396659,PAPA JOHN'S (STAND 310),BRONX,1,EAST  161 STREET,10451.0,Pizza,5.0,A,2016-05-25
41398154,DONA BELLA  PIZZA,MANHATTAN,154,CHURCH STREET,10007.0,Pizza,11.0,A,2017-03-24
41398570,PRONTO PIZZA,MANHATTAN,114,LIBERTY STREET,10006.0,Pizza,10.0,A,2016-03-31
41398960,KESTE PIZZA & VINO,MANHATTAN,271,BLEECKER STREET,10014.0,Pizza,13.0,A,2016-05-24
41399663,BENNY'S,BROOKLYN,1418,AVENUE J,11230.0,Pizza,12.0,A,2017-01-05
41403336,PIZZA ON THE RUN,BROOKLYN,1627,MERMAID AVENUE,11224.0,Pizza,11.0,A,2016-08-16
41405535,TWO BOOTS,MANHATTAN,625,9 AVENUE,10036.0,Pizza,12.0,A,2016-09-13
41406973,EURO PIZZA,BRONX,634,EAST  169 STREET,10456.0,Pizza,10.0,A,2017-03-29
41408737,"TACO BELL, PIZZA HUT EXPRESS",MANHATTAN,18,EAST   14 STREET,10003.0,Pizza,11.0,A,2017-03-27
41409985,ROSARIO PIZZA,BROOKLYN,374,CENTRAL AVENUE,11221.0,Pizza,5.0,A,2016-03-23
41411423,BEST PIZZA,BROOKLYN,33,HAVEMEYER STREET,11211.0,Pizza,13.0,A,2016-10-14
41415856,BELLA NAPOLI,BRONX,4235,KATONAH AVENUE,10470.0,Pizza,7.0,A,2016-02-01
41416592,SOUTH SHORE LITTLE LEAGUE,STATEN ISLAND,540,PAGE AVENUE,10307.0,Pizza,8.0,A,2016-05-26
41418341,DAISY'S PIZZA WINGS & BURGERS,BRONX,980,LONGWOOD AVENUE,10459.0,Pizza,11.0,A,2016-07-14
41418789,THE ORIGINAL EMILIO'S PIZZA,BRONX,3843,EAST TREMONT AVENUE,10465.0,Pizza,14.0,B,2017-01-11
41419643,PAPA JOHN'S,QUEENS,9906,NORTHERN BOULEVARD,11368.0,Pizza,10.0,A,2017-03-09
41426077,GEORGIO'S PIZZERIA,MANHATTAN,20,BEAVER STREET,10004.0,Pizza,18.0,B,2016-09-26
